ID Zone Row Col Volts Deg. Depth Side Eval Channel Location Extent
362 A-E 12 26 1.950 191 DNT D180 TSP16 + 0.170m 0.040

363 A-E 12 34 1.840 189 DNT D180 TSP15 + 0.087m 0.020

364 A-E 13 1 1.280 189 DNT D180 TSP15 + 0.137m 0.020

365 A-E 13 4 2.690 188 DNT D180 TSP15 + 0.146m 0.020

366 A-E 13 5 1.030 190 DNT D180 TSP15 + 0.189m 0.020

367 A-E 13 8 2.280 188 DNT D180 TSP15 + 0.128m 0.020

368 A-E 13 9 1.050 190 DNT D180 TSP15 + 0.161m 0.020

369 A-E 13 12 1.400 189 DNT D180 TSP15 + 0.088m 0.010

370 A-E 13 13 3.280 191 DNT D180 TSP15 + 0.135m 0.020

371 A-E 13 14 1.410 190 DNT D180 TSP15 + 0.091m 0.010

372 A-E 13 22 2.060 189 DNT D180 TSP15 + 0.113m 0.020

373 A-E 13 30 1.520 190 DNT D180 TSP15 + 0.083m 0.020

374 A-E 14 12 2.260 188 DNT D180 TSP15 + 0.161m 0.030

375 A-E 14 34 1.010 190 DNT D180 TSP15 + 0.088m 0.020

376 A-E 15 1 4.450 190 DNT D180 TSP15 + 0.093m 0.030

377 A-E 15 5 1.130 192 DNT D180 TSP15 + 0.073m 0.010

378 A-E 15 9 1.030 190 DNT D180 TSP15 + 0.125m 0.010

379 A-E 15 13 4.270 189 DNT D180 TSP15 + 0.152m 0.020

380 A-E 16 1 2.500 191 DNT D180 TSP16 + 0.155m 0.010

381 A-E 16 16 0.970 192 DNT D180 TSP16 + 0.144m 0.010

382 A-E 17 12 1.500 190 DNT D180 TSP16 + 0.101m 0.010

383 A-E 17 14 1.460 189 DNT D180 TSP15 + 0.187m 0.030

384 A-E 18 12 1.580 190 DNT D180 TSP16 + 0.093m 0.020

385 A-E 19 12 1.250 189 DNT D180 TSP15 + 0.175m 0.030

386 A-E 23 9 2.740 191 DNT D180 TSP15 + 0.159m 0.030

387 A-E 24 1 1.340 190 DNT D180 TSP16 + 0.084m 0.010

388 A-E 26 26 1.240 188 DNT D180 TSP15 + 0.210m 0.010

389 A-E 28 6 2.930 192 DNT MIX1 TSP1 + 0.014m 0.030

390 A-E 28 9 1.640 191 DNT D180 TSP15 + 0.084m 0.010

391 A-F 1 4 4.670 189 DNT D180 TSP15 + 0.188m 0.030
