ID,Zone,Row,Col,Volts,Deg.,Depth,Side,Eval,Channel,Location,Extent
371,A-E,13,14,1.41,190,DNT,D180,TSP15+0.091m,0.010,,
372,A-E,13,22,2.06,189,DNT,D180,TSP15+0.113m,0.020,,
373,A-E,13,30,1.52,190,DNT,D180,TSP15+0.083m,0.020,,
374,A-E,14,12,2.26,188,DNT,D180,TSP15+0.161m,0.030,,
375,A-E,14,34,1.01,190,DNT,D180,TSP15+0.088m,0.020,,
376,A-E,15,1,4.45,190,DNT,D180,TSP15+0.093m,0.030,,
377,A-E,15,5,1.13,192,DNT,D180,TSP15+0.073m,0.010,,
378,A-E,15,9,1.03,190,DNT,D180,TSP15+0.125m,0.010,,
379,A-E,15,13,4.27,189,DNT,D180,TSP15+0.152m,0.020,,
380,A-E,16,1,2.5,191,DNT,D180,TSP16+0.155m,0.010,,
381,A-E,16,16,0.97,192,DNT,D180,TSP16+0.144m,0.010,,
382,A-E,17,12,1.5,190,DNT,D180,TSP16+0.101m,0.010,,
383,A-E,17,14,1.46,189,DNT,D180,TSP15+0.187m,0.030,,
384,A-E,18,12,1.58,190,DNT,D180,TSP16+0.093m,0.020,,
385,A-E,19,12,1.25,189,DNT,D180,TSP15+0.175m,0.030,,
386,A-E,23,9,2.74,191,DNT,D180,TSP15+0.159m,0.030,,
387,A-E,24,1,1.34,190,DNT,D180,TSP16+0.084m,0.010,,
388,A-E,26,26,1.24,188,DNT,D180,TSP15+0.210m,0.010,,
389,A-E,28,6,2.93,192,DNT,MIX1,TSP1+0.014m,0.030,,
390,A-E,28,9,1.64,191,DNT,D180,TSP15+0.084m,0.010,,
391,A-F,1,4,4.67,189,DNT,D180,TSP15+0.188m,0.030,,
